"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_1407","","hypothetical protein","46","76","18","68","71.875","47.22222222222222","2.2865497076023393","0.010035583632644864","1.0","0.477570471744168","14","9","10","0.17956542968750003","0.4239501953124999"
"nylB","","hypothetical protein","18","68","46","76","28.125","52.77777777777778","0.4373401534526854","0.010035583632644864","1.0","0.477570471744168","29","14","20","0.06142834573984148","0.9999999999999997"
"dcyD","","D-cysteine desulfhydrase","18","68","46","76","28.125","52.77777777777778","0.4373401534526854","0.010035583632644864","1.0","0.477570471744168","18","10","13","0.09625244140624999","0.8145294189453123"
"ligB","","DNA ligase B","18","68","46","76","28.125","52.77777777777778","0.4373401534526854","0.010035583632644864","1.0","0.477570471744168","12","11","6","0.006347656250000001","1.0"
"group_2195","","hypothetical protein","18","68","46","76","28.125","52.77777777777778","0.4373401534526854","0.010035583632644864","1.0","0.477570471744168","11","6","9","0.06542968749999997","0.9999999999999997"
"yhdW","","Putative amino-acid ABC transporter-binding protein YhdW","28","91","36","53","43.75","36.80555555555556","0.452991452991453","0.0101492219615698","1.0","0.48226432308298894","17","11","10","0.33230590820312506","0.629058837890625"
"umuC","","Protein UmuC","28","91","36","53","43.75","36.80555555555556","0.452991452991453","0.0101492219615698","1.0","0.48226432308298894","27","15","21","0.005924612283706666","0.7011080384254457"
"glgC","","Glucose-1-phosphate adenylyltransferase","44","71","20","73","68.75","50.69444444444444","2.2619718309859156","0.01036865367541795","1.0","0.4923272625157277","15","9","9","0.6072387695312501","0.6072387695312501"
"group_1989","","hypothetical protein","13","56","51","88","20.3125","61.111111111111114","0.4005602240896359","0.01042779122531497","1.0","0.4936026173868065","11","7","10","0.011718750000000002","0.548828125"
"group_4148","","hypothetical protein","16","15","48","129","25.0","89.58333333333334","2.8666666666666667","0.010442425281004189","1.0","0.4936026173868065","15","9","10","0.30175781250000017","0.6072387695312501"
"pyrC'","","Dihydroorotase-like protein","22","78","42","66","34.375","45.83333333333333","0.4432234432234432","0.010471763071762013","1.0","0.4936026173868065","17","11","12","0.14346313476562497","0.33230590820312506"
"group_6280","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","5","3","2","1.0","1.0"
"group_6759","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","8","5","3","0.7265625000000002","0.7265625000000002"
"group_6962","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","4","3","3","0.625","0.625"
"thiL_1","","Thiamine-monophosphate kinase","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","7","5","3","0.4531249999999996","0.9999999999999998"
"group_7083","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","9","6","3","0.5078125","0.5078125"
"group_7262","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","3","3","2","0.25","1.0"
"group_7276","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","3","3","2","0.25","1.0"
"group_7281","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","3","3","2","0.25","1.0"
"group_7283","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","3","3","2","0.25","1.0"
"group_7323","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","8","5","3","0.7265625000000002","0.7265625000000002"
"group_7649","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","3","3","2","0.25","1.0"
"group_7906","","hypothetical protein","7","3","57","141","10.9375","97.91666666666666","5.771929824561403","0.010510677749646733","1.0","0.4936026173868065","3","3","1","0.25","1.0"
"group_1269","","hypothetical protein","34","104","30","40","53.125","27.77777777777778","0.4358974358974359","0.01061971229473142","1.0","0.49618316913336036","23","16","15","0.09313964843749999","0.21003961563110343"
"group_1523","","hypothetical protein","34","104","30","40","53.125","27.77777777777778","0.4358974358974359","0.01061971229473142","1.0","0.49618316913336036","10","8","8","0.10937500000000003","0.10937500000000003"
"pgl_1","","6-phosphogluconolactonase","23","80","41","64","35.9375","44.44444444444444","0.44878048780487806","0.010683032830924637","1.0","0.49618316913336036","16","11","10","0.21011352539062492","0.45449829101562506"
"group_2484","","hypothetical protein","5","33","59","111","7.8125","77.08333333333334","0.2850539291217257","0.010721467224307342","1.0","0.49618316913336036","7","3","6","0.125","0.9999999999999998"
"group_3608","","hypothetical protein","5","33","59","111","7.8125","77.08333333333334","0.2850539291217257","0.010721467224307342","1.0","0.49618316913336036","8","5","4","0.7265625000000002","1.0"
"group_3846","","hypothetical protein","5","33","59","111","7.8125","77.08333333333334","0.2850539291217257","0.010721467224307342","1.0","0.49618316913336036","8","4","6","0.2890624999999999","1.0"
"group_3993","","hypothetical protein","5","33","59","111","7.8125","77.08333333333334","0.2850539291217257","0.010721467224307342","1.0","0.49618316913336036","6","3","4","0.6875000000000002","1.0"
"FCS1","","Trans-feruloyl-CoA synthase FCS1","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","5","0","5","0.0625","0.0625"
"group_6193","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","5","0","5","0.0625","0.0625"
"group_6228","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","2","0","2","0.5","0.5"
"group_6388","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","2","0","2","0.5","0.5"
"mutM_1","","Formamidopyrimidine-DNA glycosylase","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","5","0","5","0.0625","0.0625"
"group_6469","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","7","0","7","0.015625","0.015625"
"group_6494","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","5","0","5","0.0625","0.0625"
"group_6610","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","2","0","2","0.5","0.5"
"group_6613","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","1","0","1","1.0","1.0"
"group_6616","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","2","0","2","0.5","0.5"
"group_6621","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","1","0","1","1.0","1.0"
"group_6622","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","2","0","2","0.5","0.5"
"group_6692","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","2","0","2","0.5","0.5"
"group_6693","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","3","0","3","0.25","0.25"
"group_6694","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","2","0","2","0.5","0.5"
"group_6803","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","6","0","6","0.03125","0.03125"
"group_7338","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","1","0","1","1.0","1.0"
"group_7704","","hypothetical protein","0","13","64","131","0.0","90.97222222222221","0.0","0.01075857177166173","1.0","0.49618316913336036","1","0","1","1.0","1.0"
"ecpC","","hypothetical protein","7","39","57","105","10.9375","72.91666666666666","0.33063427800269907","0.010813607295725697","1.0","0.4983638900713267","12","7","7","0.7744140625000003","0.7744140625000003"
"phhA","","Phenylalanine-4-hydroxylase","24","82","40","62","37.5","43.05555555555556","0.45365853658536587","0.010877807857907616","1.0","0.4996868057483377","15","10","11","0.11846923828124997","0.30175781250000017"
"yveA","","Aspartate-proton symporter","5","32","59","112","7.8125","77.77777777777779","0.2966101694915254","0.011048920436308566","1.0","0.4996868057483377","11","4","10","0.011718750000000002","0.548828125"
"group_3287","","hypothetical protein","5","32","59","112","7.8125","77.77777777777779","0.2966101694915254","0.011048920436308566","1.0","0.4996868057483377","7","3","5","0.4531249999999996","0.9999999999999998"
"group_3422","","hypothetical protein","5","32","59","112","7.8125","77.77777777777779","0.2966101694915254","0.011048920436308566","1.0","0.4996868057483377","12","5","8","0.3876953125000001","0.7744140625000003"
"group_3902","","hypothetical protein","5","32","59","112","7.8125","77.77777777777779","0.2966101694915254","0.011048920436308566","1.0","0.4996868057483377","5","3","3","1.0","1.0"
"phoD","","Alkaline phosphatase D","5","32","59","112","7.8125","77.77777777777779","0.2966101694915254","0.011048920436308566","1.0","0.4996868057483377","7","3","4","0.9999999999999998","0.9999999999999998"
"corA","","Magnesium transport protein CorA","39","113","25","31","60.9375","21.52777777777778","0.4279646017699115","0.011051876511642113","1.0","0.4996868057483377","16","7","14","0.004180908203124999","0.8036193847656252"
"group_374","","hypothetical protein","25","31","39","113","39.0625","78.47222222222221","2.336641852770885","0.011051876511642113","1.0","0.4996868057483377","32","19","16","0.37708558747544885","1.0"
"group_1617","","hypothetical protein","25","84","39","60","39.0625","41.66666666666667","0.45787545787545786","0.011054756642084667","1.0","0.4996868057483377","25","15","13","0.4243562221527101","0.9999999999999997"
"kdpC","","Potassium-transporting ATPase KdpC subunit","25","84","39","60","39.0625","41.66666666666667","0.45787545787545786","0.011054756642084667","1.0","0.4996868057483377","22","13","13","0.5234670639038081","0.5234670639038081"
"group_1723","","hypothetical protein","25","84","39","60","39.0625","41.66666666666667","0.45787545787545786","0.011054756642084667","1.0","0.4996868057483377","18","7","15","0.007537841796875001","0.48068237304687483"
"kdpA","","Potassium-transporting ATPase potassium-binding subunit","25","84","39","60","39.0625","41.66666666666667","0.45787545787545786","0.011054756642084667","1.0","0.4996868057483377","22","13","13","0.5234670639038081","0.5234670639038081"
"pucG","","(S)-ureidoglycine--glyoxylate transaminase","39","60","25","84","60.9375","58.333333333333336","2.184","0.011054756642084669","1.0","0.4996868057483377","18","13","11","0.09625244140624999","0.48068237304687483"
"potF","","Putrescine-binding periplasmic protein SpuD","43","120","21","24","67.1875","16.666666666666664","0.4095238095238095","0.011118982169700652","1.0","0.4996868057483377","19","11","12","0.3592834472656249","0.6476058959960938"
"gdx","","Guanidinium exporter","43","120","21","24","67.1875","16.666666666666664","0.4095238095238095","0.011118982169700652","1.0","0.4996868057483377","26","15","14","0.5571970939636235","0.8450189828872682"
"znuB","","High-affinity zinc uptake system membrane protein ZnuB","43","120","21","24","67.1875","16.666666666666664","0.4095238095238095","0.011118982169700652","1.0","0.4996868057483377","9","6","7","0.17968750000000003","0.5078125"
"group_4575","","hypothetical protein","14","12","50","132","21.875","91.66666666666666","3.08","0.011130582625741375","1.0","0.4996868057483377","13","7","6","0.9999999999999999","0.9999999999999999"
"serC_2","","Phosphoserine aminotransferase","5","1","59","143","7.8125","99.30555555555556","12.11864406779661","0.011215381012814411","1.0","0.4996868057483377","5","4","1","0.375","0.375"
"group_10129","","hypothetical protein","5","1","59","143","7.8125","99.30555555555556","12.11864406779661","0.011215381012814411","1.0","0.4996868057483377","5","4","1","0.375","0.375"
"fucP_5","","L-fucose-proton symporter","5","1","59","143","7.8125","99.30555555555556","12.11864406779661","0.011215381012814411","1.0","0.4996868057483377","2","2","1","0.5","1.0"
"group_10869","","hypothetical protein","5","1","59","143","7.8125","99.30555555555556","12.11864406779661","0.011215381012814411","1.0","0.4996868057483377","2","1","1","1.0","1.0"
"group_10905","","hypothetical protein","5","1","59","143","7.8125","99.30555555555556","12.11864406779661","0.011215381012814411","1.0","0.4996868057483377","2","1","1","1.0","1.0"
"group_3013","","hypothetical protein","5","1","59","143","7.8125","99.30555555555556","12.11864406779661","0.011215381012814411","1.0","0.4996868057483377","3","3","1","0.25","1.0"
"group_6186","","IS630 family transposase ISBrsp3","5","1","59","143","7.8125","99.30555555555556","12.11864406779661","0.011215381012814411","1.0","0.4996868057483377","5","4","1","0.375","0.375"
